Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary
Cast A Shadow 6 Hour Snowshoe Race and Relay,02/08/20,Rochester,New York,running,6H,https://ultrasignup.com/register.aspx?did=72256,,"What does Casting A Shadow have to do with snowshoeing? Nothing really, but it has a lot to do with a groundhog, andeven more to do with how this event is timed and scored."
Cast A Shadow 6 Hour Snowshoe Race and Relay,02/08/20,Rochester,New York,running,6H relay,https://ultrasignup.com/register.aspx?did=72256,,"What does Casting A Shadow have to do with snowshoeing? Nothing really, but it has a lot to do with a groundhog, andeven more to do with how this event is timed and scored."
Cupid's Chase 5K - Brooklyn,02/08/20,Brooklyn,New York,running,5km,https://www.comop.org/cupidschase/,cupidschase@comop.org,"Community Options, Inc. invites runners, walkers, and rollers (baby strollers and wheelchairs) to help raise funds to make a difference in the lives of people with disabilities by participating in our annual Cupid’s Chase 5K. Because of you…we can make a difference!"
Cupid's Chase 5K - Syracuse,02/08/20,Syracuse,New York,running,5km,http://imatter.comop.org/site/TR?pg=informational&fr_id=1843&type=fr_informational&sid=1242,cupidschase@comop.org,"Community Options, Inc. invites runners, walkers, and rollers (baby strollers and wheelchairs) to help raise funds to make a difference in the lives of people with disabilities by participating in our annual Cupid’s Chase 5K. Because of you…we can make a difference!"
Cupid's Chase 5K - Binghamton,02/08/20,Binghamton,New York,running,5km,http://imatter.comop.org/site/TR?pg=informational&fr_id=1845&type=fr_informational&sid=1242,cupidschase@comop.org,"Community Options, Inc. invites runners, walkers, and rollers (baby strollers and wheelchairs) to help raise funds to make a difference in the lives of people with disabilities by participating in our annual Cupid’s Chase 5K. Because of you…we can make a difference!"
Cupid's Chase 5K - New York,02/08/20,New York,New York,running,5km,http://imatter.comop.org/site/TR?pg=informational&fr_id=1844&type=fr_informational&sid=1242,cupidschase@comop.org,"Community Options, Inc. invites runners, walkers, and rollers (baby strollers and wheelchairs) to help raise funds to make a difference in the lives of people with disabilities by participating in our annual Cupid’s Chase 5K. Because of you…we can make a difference!"
Cupid's Chase 5K - Queens,02/08/20,Queens,New York,running,5km,http://imatter.comop.org/site/TR?pg=informational&fr_id=1842&type=fr_informational&sid=1242,cupidschase@comop.org,"Community Options, Inc. invites runners, walkers, and rollers (baby strollers and wheelchairs) to help raise funds to make a difference in the lives of people with disabilities by participating in our annual Cupid’s Chase 5K. Because of you…we can make a difference!"
Cupid's Undie Run - New York,02/08/20,New York,New York,running,1mi,https://my.cupids.org/register,cupidschase@comop.org,"This February, be a part of Cupid's Undie Run, a ""brief,"" mile(ish) fun run that takes place in the middle of a BIG party – all to find a cure for neurofibromatosis (NF), a genetic tumor disorder that affects 1 in every 3,000 births. We run in our undies because those affected with NF can't cover up their tumors to feel."
Frozen 50K,02/08/20,Cassadaga,New York,running,50km,https://runsignup.com/Race/NY/Cassadaga/Frozen50K,,A NO FRILLS ultra-running event for those of you that just LOVE to run! The Lower Lake in Cassadaga hosts a perfectly distanced 5K loop and this event will have you run one – ten loops depending on what you feel that day.
GRTC Freezeroo Race - Valentines Run,02/08/20,Rochester,New York,running,8mi,https://runsignup.com/Race/Register/?raceId=13639&eventId=346307,Freezeroo@grtconline.org,"It is a series of six winter races directed by GRTC, with the assistance of some of the local informal running groups (Sal’s Runners, Gold Rush Runners, Oven Door Runners, and the Bagel Bunch Runners). The races are intended to be low-key and fun! Prizes are awarded at the last race of the series to the top three overall and age group winners."
Lockport 10,02/08/20,Lockport,New York,running,10mi,https://runsignup.com/Race/NY/Lockport/Lockport10?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The 49th Annual Lockport 10 is Western New York’s second oldest running event! Dubbed “Western New York’s Toughest Road Race” this event features a challenging 10-mile course and a 5-mile course.
Lockport 10,02/08/20,Lockport,New York,running,10mi relay,https://runsignup.com/Race/NY/Lockport/Lockport10?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The 49th Annual Lockport 10 is Western New York’s second oldest running event! Dubbed “Western New York’s Toughest Road Race” this event features a challenging 10-mile course and a 5-mile course.
Lockport 10,02/08/20,Lockport,New York,running,5mi,https://runsignup.com/Race/NY/Lockport/Lockport10?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The 49th Annual Lockport 10 is Western New York’s second oldest running event! Dubbed “Western New York’s Toughest Road Race” this event features a challenging 10-mile course and a 5-mile course.
Slippery Slope 5K Series,02/08/20,Lake Placid,New York,running,5km,https://endurancecui.active.com/new/events/66450653/select-race?ltcmp=254301&regnow=awe-regnow&ltclickid=12_47043322_d1142177-4df6-47c0-97e2-26999ded8b4a&_p=35474694116990735,,"The series, called the Slippery Slope 5K, will be comprised of three races throughout the months of January, February, and March. Participants may preregister for all three races at a discounted rate, or sign up for each race individually. Participants may race in any number of races in the series."
WMAC Snowshoe Series - Camp Saratoga,02/08/20,Gansevoort,New York,running,8km,https://runsignup.com/Race/NY/Gansevoort/CampSaratoga8kSnowshoeRace?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,rhigley@rcn.com,Rolling course including a couple of short steep hills. If no snow there may be a trail race.
Cupids Cup,02/09/20,Victor,New York,running,5km,https://runsignup.com/Race/NY/Rochester/CupidsCup,,"Cupid's Cup 5K, Are you single and ready to mingle? Already in a relationship? ...or is it complicated? No matter what your relationship status is, you can proudly show it at Cupid's Cup 5K!"
Freezer 5K,02/09/20,Yorktown Heights,New York,running,5km,https://runsignup.com/Race/NY/YorktownHeights/Freezer5?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The course is challenging, but the camaraderie is legendary. What better way to feel good about running over the winter than meeting up with a bunch of other nut jobs and having an awesome race?"
Love on the Run 5K,02/09/20,Queens,New York,running,5km,https://runsignup.com/Race/NY/RichmondHill/LoveOnTheRunRelay?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Love on the Run 5k race is your chance to meet someone new or connect with the running partner already in your life!If you are looking for a fun filled 5k to make your debut into the world of road racing, you’ve found the perfect fit!"
Mardi Gras Run to the Great South Bay Brewery,02/09/20,Bay Shore,New York,running,7.1mi,https://runsignup.com/Race/Register/?raceId=53631&eventId=355176,info@glirc.org,7.1 miles - a flat and fast tour of local neighborhoods followed by an amazing post-race party INDOORS at the spacious Brewery facility.
Newbsanity Frozen Four Miler,02/09/20,Binghamton,New York,running,4mi,https://runsignup.com/Race/Register/?raceId=84534,jarrett@newbsanity.com,"This unique running event will take participants through snowy wooded trails, hilly sections and maybe some snow banks thrown in along the way! We even have a bathing suit class for the truly adventurous."
Orange Runners Club Winter Series Race,02/09/20,Middletown,New York,running,5km,http://www.orangerunnersclub.org/winterseries.htm#,,The Winter Series has been around in one form or another for about as long as the Orange Runners Club and arises to fill a need for us to test our ability to brave the elements and his/her fitness level at the time of year when many runners have put the running shoes up or have traded outside running activity for trips to the gym.
Saranac Lake Winter Carnival Ice Palace Fun Run,02/09/20,Saranac Lake,New York,running,4mi,https://www.saranaclakewintercarnival.com/contact/registration-forms,Northpark18k@yahoo.com,"All meetings take place on TUESDAY at 6 PM at the LGI LECTURE ROOM at SARANAC LAKE HIGH SCHOOL, 79 Canaras Avenue, Saranac Lake, NY"
City Running Tours - America's Roots Running Tour,02/11/20,New York,New York,running,4.5mi,https://www.active.com/new-york-ny/running/distance-running/city-running-tours-america-s-roots-running-tour-2020-60438072?cdg=affiliate-254301&cmp=39N-DP260-BND10-SD230-DM20&ltclickid=12_47137834_51fd6c0e-1549-4086-aeb5-850218d0d529&ltcmp=254301&afid=156210,runners@cityrunningtours.com,"Explore the roots of America through events that occurred in New York City from the time the city was an early Dutch Settlement, through British Rule, Revolution and the birth of a new Nation. You will see how immigration influenced and made up the very foundation of the city."
Snow Cheap Winter Trail Series - Race #3,02/12/20,Rochester,New York,running,3mi,https://runsignup.com/Race/Register/?raceId=5424&eventId=352795,,"Join us for this super-cool, mid-week, low-key winter fun trail race series! There are 4 races offered in January - February. You can register for each race separately, or commit to the entire series. Headlamps Are Required."
City Running Tours - Brooklyn Bridge Running Tour,02/14/20,New York,New York,running,4.3mi,https://endurancecui.active.com/new/events/61279152/select-race?e4p=9ab96e69-929c-4635-8923-3f9bf796478c&e4ts=1576507414&e4q=be97acfa-2711-43ae-8bc1-3a9fc4fbd092&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=bf7ec92e5e5a14829ea07f86d3d232f5&regnow=awe-regnow&ltclickid=12_47137834_51fd6c0e-1549-4086-aeb5-850218d0d529&e4rt=Safetynet&_p=916557856927535,runners@cityrunningtours.com,"The Brooklyn Bridge is the most iconic landmark in all of New York. At any time of day The Bridge provides great views of Manhattan and Brooklyn and offers a look back at the origins of modern day New York City, when Manhattan and Brooklyn were still separate cities."
Cabin Fever,02/15/20,Webster,New York,running,5mi,https://runsignup.com/Race/NY/Webster/CabinFever,,"Short course will be between 5(ish) miles, long course will be between 10(ish) miles. Final course distance will depend on trail conditions race morning. 90 minutes are allotted for each lap."
Cabin Fever,02/15/20,Webster,New York,running,10mi,https://runsignup.com/Race/NY/Webster/CabinFever,,"Short course will be between 5(ish) miles, long course will be between 10(ish) miles. Final course distance will depend on trail conditions race morning. 90 minutes are allotted for each lap."
Valentine's Day Run,02/15/20,Rockaway Park,New York,running,13.1mi,https://www.active.com/rockaway-park-ny/running/distance-running-races/v-day-run-and-brunch-2020?afid=156210&ltcmp=254301&ltclickid=12_47582360_a82c63d9-af45-4604-9108-76d6ec672064&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Number pick up and bag drop will start 90 mins before the race at 114-04 Beach Channel Drive Rockaway Park, NY 11694"
Valentine's Day Run,02/15/20,Rockaway Park,New York,running,5mi,https://www.active.com/rockaway-park-ny/running/distance-running-races/v-day-run-and-brunch-2020?afid=156210&ltcmp=254301&ltclickid=12_47582360_a82c63d9-af45-4604-9108-76d6ec672064&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Number pick up and bag drop will start 90 mins before the race at 114-04 Beach Channel Drive Rockaway Park, NY 11694"
Cherry Tree 10 Miler,02/16/20,Brooklyn,New York,running,10mi,https://runsignup.com/Race/NY/Brooklyn/PPTCCherryTree?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The course starts and finishes on East Drive near the Lakeside Center (across from the Lincoln Road entrance).
