Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
GoodWill Shamrock Shuffle 5K,3/14/2020,Ridgewood,New Jersey,running,5km,https://runsignup.com/Race/NJ/Ridgewood/GoodWillShamrockShuffle5K,goodwill5K@barwickgroup.com,"The GoodWill Shamrock Shuffle 5K is a race to support the GoodWill Foundation. GoodWill was formed in 2011 in honor of Will Sullivan, a boy with Angelman Syndrome. Angelman Syndrome (AS) is a rare neurological disorder on the Autism spectrum. GoodWill's mission is simply to do ""something Good, for Will"". GoodWill's primary focus is to raise funds and awareness for Angelman Syndrome research and schools and programs that serve children with special needs. Our fund raising efforts have benefited the following organizations over the last several years: Foundation for Angelman Therapeutics (FAST), CTC Academy, Camp Sunshine/Snowflake, and Camp Fatima."
Lucky Run at Clancys,3/14/2020,Somers Point,New Jersey,running,5km,https://runsignup.com/Race/NJ/SomersPoint/TheLuckyRunatClancys,,Get Lucky at The Lucky Run and After Party! Enjoy a scenic flat and paved course while you get to wear your best Irish Swag!
Run O' The Mill 5K,3/14/2020,Clinton,New Jersey,running,5km,https://www.therunothemill5k.com/,,"Founded by hometown Olympian Julie Culley, the Run O' the Mill 5K is held annually in Clinton, New Jersey. The race is now organized by the Hunterdon Lions Youth Track Club. Julie originally envisioned the St. Patrick's Day Weekend event as a community celebration and an act of gratitude for the town that embraced her in the years leading up to the 2012 Olympic Games. "
St Paddys Day Plunge and 5K,3/14/2020,Cape May,New Jersey,running,5km,https://runsignup.com/Race/Info/NJ/CapeMay/StPaddysDayPlungeand5k,,"Registration - For all 18 and under registrants the cost will be adjusted to $15 for the 5k, Polar Plunge and to $30 for the Combination 5k/Polar Plunge."
St Paddys Day Plunge and 5K,3/14/2020,Cape May,New Jersey,running,1mi,https://runsignup.com/Race/Info/NJ/CapeMay/StPaddysDayPlungeand5k,,"Registration - For all 18 and under registrants the cost will be adjusted to $15 for the 5k, Polar Plunge and to $30 for the Combination 5k/Polar Plunge."
St. Paddy's Day 5K,3/14/2020,Morristown,New Jersey,running,5km,https://raceroster.com/events/2020/28149/the-st-paddys-day-5k,superheroracing@hotmail.com,"Whether you are kicking off your spring racing season, or kicking off your parade-day, you will love this fun 5k run!"
Double Squatch,3/15/2020,Branchville,New Jersey,running,5km,https://ultrasignup.com/register.aspx?did=70767,sassquadtrailrunning@gmail.com,EVERY RUN IS A TRAIL PARTY! Our crazy-fun trail running events in New Jersey celebrate every runner and every mile. All paces and abilities can achieve their running goals at our trail races!
Double Squatch,3/15/2020,Branchville,New Jersey,running,3H,https://ultrasignup.com/register.aspx?did=70767,sassquadtrailrunning@gmail.com,EVERY RUN IS A TRAIL PARTY! Our crazy-fun trail running events in New Jersey celebrate every runner and every mile. All paces and abilities can achieve their running goals at our trail races!
Double Squatch,3/15/2020,Branchville,New Jersey,running,6H,https://ultrasignup.com/register.aspx?did=70767,sassquadtrailrunning@gmail.com,EVERY RUN IS A TRAIL PARTY! Our crazy-fun trail running events in New Jersey celebrate every runner and every mile. All paces and abilities can achieve their running goals at our trail races!
Lucky Run,3/15/2020,Sewell,New Jersey,running,5km,https://runsignup.com/Race/NJ/Sewell/TheLuckyRun2017,,Get Lucky at The Lucky Run and After Party! Enjoy a scenic flat and paved course while you get to wear your best Irish Swag!
St. Paddy's 5 Mile Race,3/15/2020,Freehold,New Jersey,running,5mi,https://runsignup.com/Race/NJ/Freehold/FreeholdAreaRunningClubsStPaddys8KaMetric5Miler,,"Freehold Area Running Club presents the 31St Annual St. Paddy's 5 Mile Race on March 15, 2020. The race runs through Michael J. Tighe Park and surrounding neighborhoods. Refreshments will include beer and hot dogs. T-shirts are guaranteed to all pre-registrants and new this year are Finishers Medals. The St. Paddy's 5 Mile Race supports Freehold Twp. Parks and Recreation Special Olympics and Freehold Twp. Recreation Challenger Sports for Special Needs."
CEA Spring Training - 5K,3/21/2020,Bridgewater,New Jersey,running,5km,https://runsignup.com/Race/NJ/Bridgewater/TheCEASpringThing5K,,Tired of cabin fever?  Ready to Spring ahead? Come join CEA for our 2nd Annual Spring Training 5K Fun Run to get rid of the winter blues.  Celebrate the imminent return of spring with a non-competitive run along the historic Raritan Power Canal in beautiful Duke Island County Park on March 21st at 9:30 am.
Delaware and Raritan Canal parkrun,3/21/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Haddonfield Adrenaline 5K,3/21/2020,Haddonfield,New Jersey,running,5km,https://runsignup.com/Race/NJ/Haddonfield/HaddonfieldAdrenaline5K,,"The 15th Annual Haddonfield Adrenaline 5K Run will be held Saturday, March 21, 2020.  The 5k starts at 9am in front of Haddonfield High School and is followed by a kids 1/4 mile and 100 meter races on the Haddonfield High School track. The 5K race is USATF certified, and serves as the MidAtlantic 5K Championship. This event is sponsored by the RunningCo. of Haddonfield. Kick off the 2020 running season with an adrenaline pumping race!!!  "
Spring Rat Race,3/21/2020,Waretown,New Jersey,running,50km,https://www.raceforum.com/wells-mills-50k,,First 20 finishers in 50k get $20 off next years run!!
Spring Rat Race,3/21/2020,Waretown,New Jersey,running,20km,https://www.raceforum.com/wells-mills-50k,,First 20 finishers in 50k get $20 off next years run!!
Spring Rat Race,3/21/2020,Waretown,New Jersey,running,10km,https://www.raceforum.com/wells-mills-50k,,First 20 finishers in 50k get $20 off next years run!!
St. Pat's Boardwalk 10 Miler,3/21/2020,Atlantic City,New Jersey,running,10mi,https://runsignup.com/Race/NJ/AtlanticCity/StPatsBoardwalk10miler5krun,DRJGfromAC@aol.com,St. Pat's Boardwalk Run 5k & 10 Miler course will start & finish at the corner of North Carolina and Boardwalk.  The 10 mile runners will start running north and 5k runners will run south. The 5k is a flat out and back run on Boardwalk. Turnaround point is near Sovereign Ave.
St. Pat's Boardwalk 5K,3/21/2020,Atlantic City,New Jersey,running,5km,https://runsignup.com/Race/NJ/AtlanticCity/StPatsBoardwalk10miler5krun,DRJGfromAC@aol.com,St. Pat's Boardwalk Run 5k & 10 Miler course will start & finish at the corner of North Carolina and Boardwalk.  The 10 mile runners will start running north and 5k runners will run south. The 5k is a flat out and back run on Boardwalk. Turnaround point is near Sovereign Ave.
Main Street Donut Chase 5K,3/22/2020,Wall,New Jersey,running,5km,https://runsignup.com/Race/NJ/Wall/MainStreetDonutDash,,"Hate Cancer? Love Donuts? We do too. Join us for the Main Street Donut Chase 5K and 1 miler. Our 5K course that will bring you on the Municipal Complex Paths. It is relatively flat, but there are a few quick hills to contend with but the promise of donuts will bring you there. The entire course will be on pavement/path. Friendly for Pets, Single Jogging Strollers, and Families and runners of all abilities welcome! (Casual Joggers and friends and families running together please note that we will have a staggered Start Time and the best wave to be in for you is the last!). Our charity beneficiary for the 2020 Donut Chase is: Memorial Sloan Kettering Monmouth."
Main Street Donut Chase 1mi,3/22/2020,Wall,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Wall/MainStreetDonutDash,,"Hate Cancer? Love Donuts? We do too. Join us for the Main Street Donut Chase 5K and 1 miler. Our 5K course that will bring you on the Municipal Complex Paths. It is relatively flat, but there are a few quick hills to contend with but the promise of donuts will bring you there. The entire course will be on pavement/path. Friendly for Pets, Single Jogging Strollers, and Families and runners of all abilities welcome! (Casual Joggers and friends and families running together please note that we will have a staggered Start Time and the best wave to be in for you is the last!). Our charity beneficiary for the 2020 Donut Chase is: Memorial Sloan Kettering Monmouth."
Bar A Kilt Run/Walk,3/28/2020,Lake Como,New Jersey,running,,https://runsignup.com/Race/NJ/LakeComo/BarAKiltRunWalkParty,,"Bar A Kilt Run and Walk is on again! The Good Times will roll on March 28th, 2020 with a start time of 10 AM (As of now - We are trying to get 11 AM start time but might not be able to) Either way it will be a great day. We'll get the Snakes again if they are not busy. Also Master of Cermonies BJ The Man! Give aways, Food & Drink Specials. Wow I can't wait Meself! Gio"
Delaware and Raritan Canal parkrun,3/28/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Lake Shawnee Super Hero 3-6-9,3/28/2020,Wharton,New Jersey,running,3mi,https://runsignup.com/Race/NJ/Wharton/LakeShawneeSuperHero369,LakeShawneeSuperHero369@gmail.com ,"Lake Shawnee Super Hero 3-6-9:  Three Different Races for Every Kind of Super Hero!  You choose Your Challenge:  A 3 Mile Run/Walk, a 6 or 9 Mile Run!! Family & Kid Friendly!! Saturday, March 28th 2020 - 9am Start.  Lake Shawnee continually proves to be a community of Super Heroes, thriving on volunteerism and service towards others.  These traits are nurtured at an early age and are cultivated over the course of many years.   We would like to celebrate the passionate champions of our community by creating a Lake Shawnee Scholarship Fund that will be solely funded with 100% of the proceeds from our Annual Race. "
Lake Shawnee Super Hero 3-6-9,3/28/2020,Wharton,New Jersey,running,6mi,https://runsignup.com/Race/NJ/Wharton/LakeShawneeSuperHero369,LakeShawneeSuperHero369@gmail.com ,"Lake Shawnee Super Hero 3-6-9:  Three Different Races for Every Kind of Super Hero!  You choose Your Challenge:  A 3 Mile Run/Walk, a 6 or 9 Mile Run!! Family & Kid Friendly!! Saturday, March 28th 2020 - 9am Start.  Lake Shawnee continually proves to be a community of Super Heroes, thriving on volunteerism and service towards others.  These traits are nurtured at an early age and are cultivated over the course of many years.   We would like to celebrate the passionate champions of our community by creating a Lake Shawnee Scholarship Fund that will be solely funded with 100% of the proceeds from our Annual Race. "
Lake Shawnee Super Hero 3-6-9,3/28/2020,Wharton,New Jersey,running,9mi,https://runsignup.com/Race/NJ/Wharton/LakeShawneeSuperHero369,LakeShawneeSuperHero369@gmail.com ,"Lake Shawnee Super Hero 3-6-9:  Three Different Races for Every Kind of Super Hero!  You choose Your Challenge:  A 3 Mile Run/Walk, a 6 or 9 Mile Run!! Family & Kid Friendly!! Saturday, March 28th 2020 - 9am Start.  Lake Shawnee continually proves to be a community of Super Heroes, thriving on volunteerism and service towards others.  These traits are nurtured at an early age and are cultivated over the course of many years.   We would like to celebrate the passionate champions of our community by creating a Lake Shawnee Scholarship Fund that will be solely funded with 100% of the proceeds from our Annual Race. "
River Edge Run,3/28/2020,River Edge,New Jersey,running,5km,https://runsignup.com/Race/Info/NJ/RiverEdge/RiverEdgeRun,cbaldanza@riveredgenj.org,"The River Edge Run is a community-sponsored event that will feature a 5k Run, Healthwalk, and 1-mile Fun Run. All proceeds of the 5k go to support park projects for the residents of River Edge"
River Edge Run,3/28/2020,River Edge,New Jersey,running,1mi,https://runsignup.com/Race/Info/NJ/RiverEdge/RiverEdgeRun,cbaldanza@riveredgenj.org,"The River Edge Run is a community-sponsored event that will feature a 5k Run, Healthwalk, and 1-mile Fun Run. All proceeds of the 5k go to support park projects for the residents of River Edge"
