Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary,,,
Dirty Dog Dare 4.5M,"Apr 5, 2020",Kansasville,Wisconsin,running,4.5m,https://www.raceentry.com/races/dirty-dog-dare/2020/register,riant@kenosharunningcompany.com,The Dirty Dog Dare is the final event of the 2019-20 CaniCross season and will be the perfect final test of you and your pup's fitness. We have thrown down the gauntlet and picked the perfect trails at Richard Bong State Recreation Area. ,,,
Meraki Trail Run 13.5M,"Apr 5, 2020",Kansasville,Wisconsin,running,13.5m,https://www.raceentry.com/races/meraki-trail-adventure/2020/register,briant@kenosharunningcompany.com,"Meraki is a Greek word which means “to do something with passion, with absolute devotion, with undivided attention”. There are many answers to why our participants participate in our events, but they all can agree on the fact, when they are running/walking the trails, they are doing so with passion, devotion, and undivided attention. ",,,
Meraki Trail Run 9M,"Apr 5, 2020",Kansasville,Wisconsin,running,9m,https://www.raceentry.com/races/meraki-trail-adventure/2020/register,briant@kenosharunningcompany.com,"Meraki is a Greek word which means “to do something with passion, with absolute devotion, with undivided attention”. There are many answers to why our participants participate in our events, but they all can agree on the fact, when they are running/walking the trails, they are doing so with passion, devotion, and undivided attention. ",,,
Meraki Trail Run 4.5M,"Apr 5, 2020",Kansasville,Wisconsin,running,4.5m,https://www.raceentry.com/races/meraki-trail-adventure/2020/register,briant@kenosharunningcompany.com,"Meraki is a Greek word which means “to do something with passion, with absolute devotion, with undivided attention”. There are many answers to why our participants participate in our events, but they all can agree on the fact, when they are running/walking the trails, they are doing so with passion, devotion, and undivided attention. ",,,
Moving for MEDLIFE,"Apr 5, 2020",Madison,Wisconsin,running,5km,https://runsignup.com/Race/WI/Madison/MovingforMEDLIFE?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,epaget@wisc.edu,"On Sunday, April 5th, 2020 come join Wisconsin MEDLIFE and KIND bars in a 5K walk/run! One hundred percent of the race proceeds will be used for medical clinics and community development projects through MEDLIFE international. ",,,
Cottontail Classic 5K,"Apr 11, 2020",Fitchburg,Wisconsin,running,5km,https://runsignup.com/Race/WI/Fitchburg/CottontailClassic?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"​The Cottontail Classic is a family friendly, competitive and memorable Easter tradition in Fitchburg, Wisconsin to benefit Tri4Schools and the Fitchburg Lions Club. The 5k and 10k run/walk is a timed event with fun Easter themed stops along the route, making it great for competitive runners and those wanting a little more family fun on Easter Saturday. ",,,
Cottontail Classic 10K,"Apr 11, 2020",Fitchburg,Wisconsin,running,10km,https://runsignup.com/Race/WI/Fitchburg/CottontailClassic?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"​The Cottontail Classic is a family friendly, competitive and memorable Easter tradition in Fitchburg, Wisconsin to benefit Tri4Schools and the Fitchburg Lions Club. The 5k and 10k run/walk is a timed event with fun Easter themed stops along the route, making it great for competitive runners and those wanting a little more family fun on Easter Saturday. ",,,
Firehouse 5K,"Apr 11, 2020",Onalaska,Wisconsin,running,5km,https://runsignup.com/Race/WI/Onalaska/Firehouse5Krun?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The 9th Annual Fire House 5K has the purpose of raising awareness to lead an active and healthy lifestyle while at the same time raising funds for a great cause.A Majority of the Proceeds from the 5K event will go to benefit the Children's Miracle Network.,,,
Howard Temin Lakeshore Path parkrun,"Apr 11, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,It is a 5km run - it's you against the clock.,,,
Milwaukee Marathon 26.2M,"Apr 11, 2020",Milwaukee,Wisconsin,running,26.2m,http://runmilwaukee.com/,,,Access denied,,
Milwaukee Marathon 13.1M,"Apr 11, 2020",Milwaukee,Wisconsin,running,13.1m,http://runmilwaukee.com/,,,Access denied,,
Milwaukee Marathon 5K,"Apr 11, 2020",Milwaukee,Wisconsin,running,5km,http://runmilwaukee.com/,,,Access denied,,
Spring Fever 5K,"Apr 11, 2020",Altoona,Wisconsin,running,5km,https://runsignup.com/Race/WI/Altoona/SpringFever5K10Kor15KChallenge?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,,No summary,,
Spring Fever 510K,"Apr 11, 2020",Altoona,Wisconsin,running,10km,https://runsignup.com/Race/WI/Altoona/SpringFever5K10Kor15KChallenge?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,,No summary,,
Spring Fever 15K,"Apr 11, 2020",Altoona,Wisconsin,running,15km,https://runsignup.com/Race/WI/Altoona/SpringFever5K10Kor15KChallenge?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,,No summary,,
Wisconsin Trail Assail - Run From The Tax Man 5K,"Apr 11, 2020",Delafield,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Delafield/RunFromTheTaxMan,,"Can you conquer the tower at Lapham Peak? Choose from 5K, 10K or half marathon distances. All distances climb the 45 foot tall tower and half marathoners are lucky enough to climb it twice.",,,
Wisconsin Trail Assail - Run From The Tax Man 10K,"Apr 11, 2020",Delafield,Wisconsin,running,10km,https://runsignup.com/Race/Info/WI/Delafield/RunFromTheTaxMan,,"Can you conquer the tower at Lapham Peak? Choose from 5K, 10K or half marathon distances. All distances climb the 45 foot tall tower and half marathoners are lucky enough to climb it twice.",,,
Wisconsin Trail Assail - Run From The Tax Man 13.1M,"Apr 11, 2020",Delafield,Wisconsin,running,13.1m,https://runsignup.com/Race/Info/WI/Delafield/RunFromTheTaxMan,,"Can you conquer the tower at Lapham Peak? Choose from 5K, 10K or half marathon distances. All distances climb the 45 foot tall tower and half marathoners are lucky enough to climb it twice.",,,
Wisconsin Trail Assail - Run From The Tax Man 1K,"Apr 11, 2020",Delafield,Wisconsin,running,1km,https://runsignup.com/Race/Info/WI/Delafield/RunFromTheTaxMan,,"Can you conquer the tower at Lapham Peak? Choose from 5K, 10K or half marathon distances. All distances climb the 45 foot tall tower and half marathoners are lucky enough to climb it twice.",,,
Fleis Nightfall Frolic 5K - 1K,"Apr 17, 2020",Onalaska,Wisconsin,running,1km,https://www.active.com/onalaska-wi/running/distance-running-races/fleis-nightfall-frolic-2020?afid=156210&ltcmp=254301&ltclickid=03_39611750_ff4e9f85-c63e-4536-87ce-0eae4bcf6178&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"The Fleis Nightfall Frolic 5k Run, Walk and Youth Race is an event to spread health awareness by encouraging everyone to get out, start exercising and begin a healthier lifestyle.  All proceeds will go to benefit the John Fleis Youth Scholarship Fund which provides financial assistance to families in the Onalaska community to participate in the Park and Rec Programs",,,
Fleis Nightfall Frolic 5K - 5K,"Apr 17, 2020",Onalaska,Wisconsin,running,5km,https://www.active.com/onalaska-wi/running/distance-running-races/fleis-nightfall-frolic-2020?afid=156210&ltcmp=254301&ltclickid=03_39611750_ff4e9f85-c63e-4536-87ce-0eae4bcf6178&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"The Fleis Nightfall Frolic 5k Run, Walk and Youth Race is an event to spread health awareness by encouraging everyone to get out, start exercising and begin a healthier lifestyle.  All proceeds will go to benefit the John Fleis Youth Scholarship Fund which provides financial assistance to families in the Onalaska community to participate in the Park and Rec Programs",,,
Bear Paws for a Cause 4K,"Apr 18, 2020",Kenosha,Wisconsin,running,4km,https://runsignup.com/Race/WI/Kenosha/BearPaws4K?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Bear Paws for a Cause 4K run/walk is back for 2020, on April 18th at 10am on the University of Wisconsin-Parkside campus! The proceeds for this year's 4K will be going towards two great causes: UW-Parkside Health, Exercise Science and Sport Management (HESM) scholarships and the Safe Harbor Humane Society of Kenosha.  This run/walk is being organized by the students from the (HESM 370) Event Management class at UW-Parkside.",,,
Dash at the Dunes 5K Trail Run,"Apr 18, 2020",Two Rivers,Wisconsin,running,5km,https://runsignup.com/Race/WI/TwoRivers/DashattheDunes?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"This course is a beautiful 5k trail run/walk that begins in the parking lot behind Aurora Medical Center, which then leads to a section of the Ice Age Trail. ",,,
Donut Dash 5K,"Apr 18, 2020",Wauwatosa,Wisconsin,running,5km,https://runsignup.com/Race/WI/Wauwatosa/WIDonutDash5K,,"The Donut Dash is a family-friendly 5K run/walk benefitting the Wisconsin Riders of the Police Unity Tour to assist in reaching our fundraising goals.  All proceeds benefit the Wisconsin Riders, the Police Unity Tour, and the National Law Enforcement Officer’s Memorial.  ",,,
Howard Temin Lakeshore Path parkrun,"Apr 18, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,It is a 5km run - it's you against the clock.,,,
MadCity 100K - 100K,"Apr 18, 2020",Madison,Wisconsin,running,100km,https://runsignup.com/Race/WI/Madison/MadCityUltras?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The MadCity Ultras is a non-profit organization comprised entirely of volunteers. The Local Organizing Committee (LOC) is recognized by the USATF as a trusted and dedicated group that has hosted the 100K National Championship race for the past 13 years. ,,,
MadCity 100K - 50K,"Apr 18, 2020",Madison,Wisconsin,running,5km,https://runsignup.com/Race/WI/Madison/MadCityUltras?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,The MadCity Ultras is a non-profit organization comprised entirely of volunteers. The Local Organizing Committee (LOC) is recognized by the USATF as a trusted and dedicated group that has hosted the 100K National Championship race for the past 13 years. ,,,
Moonlight Meltdown 5k/10k and Sunset Safari 10k Hybrid Trail Run - 5K,"Apr 18, 2020",Belgium,Wisconsin,running,5km,https://runsignup.com/Race/WI/Belgium/MoonlightMeltdown?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,Welcome to the 7th Annual Moonlight Meltdown 5k/10k. Brought to you by The Snow Runners LTD & Belgium Fire and Rescue Dept.,,,
Moonlight Meltdown 5k/10k and Sunset Safari 10k Hybrid Trail Run - 10K,"Apr 18, 2020",Belgium,Wisconsin,running,10km,https://runsignup.com/Race/WI/Belgium/MoonlightMeltdown?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,Welcome to the 7th Annual Moonlight Meltdown 5k/10k. Brought to you by The Snow Runners LTD & Belgium Fire and Rescue Dept.,,,
Navarino's Trail Fun Run 10K,"Apr 18, 2020",Shiocton,Wisconsin,running,10km,https://www.active.com/shiocton-wi/running/distance-running-races/10th-spring-trail-run-walk-navarino-nature-center-2020?afid=156210&ltcmp=254301&ltclickid=03_39616871_022126d6-1d26-40d3-ba40-fad9f5353b8e&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Leave the concrete behind and run thru the mud, over tree roots, on boardwalks crossing over marshes and bogs, past forests and prairies, and raise funds for environmental education at the same time.   Welcome to the Navarino Trail Run / Walk!   This event helps to support a wonderful non-profit that provides educational programs to 4,000 students and over 15,000 adults annually.   ",,,
Navarino's Trail Fun Run 5K,"Apr 18, 2020",Shiocton,Wisconsin,running,5km,https://www.active.com/shiocton-wi/running/distance-running-races/10th-spring-trail-run-walk-navarino-nature-center-2020?afid=156210&ltcmp=254301&ltclickid=03_39616871_022126d6-1d26-40d3-ba40-fad9f5353b8e&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Leave the concrete behind and run thru the mud, over tree roots, on boardwalks crossing over marshes and bogs, past forests and prairies, and raise funds for environmental education at the same time.   Welcome to the Navarino Trail Run / Walk!   This event helps to support a wonderful non-profit that provides educational programs to 4,000 students and over 15,000 adults annually.   ",,,
Navarino's Trail Fun Run 1M,"Apr 18, 2020",Shiocton,Wisconsin,running,1m,https://www.active.com/shiocton-wi/running/distance-running-races/10th-spring-trail-run-walk-navarino-nature-center-2020?afid=156210&ltcmp=254301&ltclickid=03_39616871_022126d6-1d26-40d3-ba40-fad9f5353b8e&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Leave the concrete behind and run thru the mud, over tree roots, on boardwalks crossing over marshes and bogs, past forests and prairies, and raise funds for environmental education at the same time.   Welcome to the Navarino Trail Run / Walk!   This event helps to support a wonderful non-profit that provides educational programs to 4,000 students and over 15,000 adults annually.   ",,,
Parkinson's Half Marathon 13.1M,"Apr 18, 2020",Cottage Grove,Wisconsin,running,13.1m,https://runsignup.com/Race/WI/CottageGrove/ParkinsonsHalfMarathon5kand1MileWalk,,"This event promises to be an exceptional racing experience and fundraiser.  The races will be an out and back format on the scenic Glacial Drumlin State Trail between Cottage Grove and Deerfield, Wisconsin.  The trail is very flat and consists of smoothly compacted gravel. Come for the run and stay for the beer, food, cookies and festivities!",,,
Parkinson's Half Marathon 5K,"Apr 19, 2020",Cottage Grove,Wisconsin,running,5km,https://runsignup.com/Race/WI/CottageGrove/ParkinsonsHalfMarathon5kand1MileWalk,,"This event promises to be an exceptional racing experience and fundraiser.  The races will be an out and back format on the scenic Glacial Drumlin State Trail between Cottage Grove and Deerfield, Wisconsin.  The trail is very flat and consists of smoothly compacted gravel. Come for the run and stay for the beer, food, cookies and festivities!",,,
Parkinson's Half Marathon 1M,"Apr 20, 2020",Cottage Grove,Wisconsin,running,1m,https://runsignup.com/Race/WI/CottageGrove/ParkinsonsHalfMarathon5kand1MileWalk,,"This event promises to be an exceptional racing experience and fundraiser.  The races will be an out and back format on the scenic Glacial Drumlin State Trail between Cottage Grove and Deerfield, Wisconsin.  The trail is very flat and consists of smoothly compacted gravel. Come for the run and stay for the beer, food, cookies and festivities!",,,
Paws on the Pavement 5K - 5K,"Apr 18, 2020",Mosinee,Wisconsin,running,5km,https://runsignup.com/Race/WI/Mosinee/PawsonthePavement5k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,heather@crossroadsk9rescue.org,"Join Crossroads K9 Rescue for the 2nd annual Paws on the Pavement 5K and 1 Mile Puppy Trot at Edgewood Park!  A beautiful run along the river! Help us rescue, rehabilitate, and rehome abused and neglected canines one step at a time.  Register for the family-friendly, pet-friendly 5K run/walk or 1 Mile Puppy Trot today!",,,
Paws on the Pavement 5K - 1M,"Apr 18, 2020",Mosinee,Wisconsin,running,1m,https://runsignup.com/Race/WI/Mosinee/PawsonthePavement5k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,heather@crossroadsk9rescue.org,"Join Crossroads K9 Rescue for the 2nd annual Paws on the Pavement 5K and 1 Mile Puppy Trot at Edgewood Park!  A beautiful run along the river! Help us rescue, rehabilitate, and rehome abused and neglected canines one step at a time.  Register for the family-friendly, pet-friendly 5K run/walk or 1 Mile Puppy Trot today!",,,
Put Homelessness to Rest 5K,"Apr 18, 2020",Whitewater,Wisconsin,running,5km,https://runsignup.com/Race/WI/Whitewater/homelessnesstorest?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,Join us for a great 5K Run/Walk and Kids Fun Run starting at Starin Park in Whitewater benefiting our homeless students in the Whitewater School District.,,,
Racine County K9 5K - 5K,"Apr 18, 2020",Caledonia,Wisconsin,running,5km,https://5kevents.raceentry.com/races/racine-county-k9-5k-runwalk/2020/register,Supportstaff@5Kevents.org,"The K9 Patrol proudly serves the citizens and visitors of Racine County, WI and are requested to respond to communities throughout the State of Wisconsin.  Your support is greatly appreciated and vital to the success and sustainability of the Racine County K9 Programs.",,,
Racine County K9 5K - 1.5M,"Apr 18, 2020",Caledonia,Wisconsin,running,1.5m,https://5kevents.raceentry.com/races/racine-county-k9-5k-runwalk/2020/register,Supportstaff@5Kevents.org,"The K9 Patrol proudly serves the citizens and visitors of Racine County, WI and are requested to respond to communities throughout the State of Wisconsin.  Your support is greatly appreciated and vital to the success and sustainability of the Racine County K9 Programs.",,,
